context_word1,context_word2,target_word
start,aye,he
aye,he,s
he,s,chasing
s,chasing,me
chasing,me,now
me,now,not
now,not,i
not,i,him
i,him,that
him,that,s
that,s,bad
s,bad,i
bad,i,might
i,might,have
might,have,known
have,known,it
known,it,too
it,too,fool
too,fool,the
fool,the,lines
the,lines,the
lines,the,harpoons
the,harpoons,he
harpoons,he,s
he,s,towing
s,towing,aye
towing,aye,aye
aye,aye,i
aye,i,have
i,have,run
have,run,him
run,him,by
him,by,last
by,last,night
last,night,about
night,about,about
about,about,come
about,come,down
come,down,all
down,all,of
all,of,ye
of,ye,but
ye,but,the
but,the,regular
the,regular,look
regular,look,outs
look,outs,man
outs,man,the
man,the,braces
the,braces,steering
braces,steering,as
steering,as,she
as,she,had
she,had,done
had,done,the
done,the,wind
the,wind,had
wind,had,been
had,been,somewhat
been,somewhat,on
somewhat,on,the
on,the,pequod
the,pequod,s
pequod,s,quarter
s,quarter,so
quarter,so,that
so,that,now
that,now,being
now,being,pointed
being,pointed,in
pointed,in,the
in,the,reverse
the,reverse,direction
reverse,direction,the
direction,the,braced
the,braced,ship
braced,ship,sailed
ship,sailed,hard
sailed,hard,upon
hard,upon,the
upon,the,breeze
the,breeze,as
breeze,as,she
as,she,rechurned
she,rechurned,the
rechurned,the,cream
the,cream,in
cream,in,her
in,her,own
her,own,white
own,white,wake
white,wake,against
wake,against,the
against,the,wind
the,wind,he
wind,he,now
he,now,steers
now,steers,for
steers,for,the
for,the,open
the,open,jaw
open,jaw,murmured
jaw,murmured,starbuck
murmured,starbuck,to
starbuck,to,himself
to,himself,as
himself,as,he
as,he,coiled
he,coiled,the
coiled,the,new
the,new,hauled
new,hauled,main
hauled,main,brace
main,brace,upon
brace,upon,the
upon,the,rail
the,rail,god
rail,god,keep
god,keep,us
keep,us,but
us,but,already
but,already,my
already,my,bones
my,bones,feel
bones,feel,damp
feel,damp,within
damp,within,me
within,me,and
me,and,from
and,from,the
from,the,inside
the,inside,wet
inside,wet,my
wet,my,flesh
my,flesh,i
flesh,i,misdoubt
i,misdoubt,me
misdoubt,me,that
me,that,i
that,i,disobey
i,disobey,my
disobey,my,god
my,god,in
god,in,obeying
in,obeying,him
obeying,him,stand
him,stand,by
stand,by,to
by,to,sway
to,sway,me
sway,me,up
me,up,cried
up,cried,ahab
cried,ahab,advancing
ahab,advancing,to
advancing,to,the
to,the,hempen
the,hempen,basket
hempen,basket,we
basket,we,should
we,should,meet
should,meet,him
meet,him,soon
him,soon,aye
soon,aye,aye
aye,aye,sir
aye,sir,and
sir,and,straightway
and,straightway,starbuck
straightway,starbuck,did
starbuck,did,ahab
did,ahab,s
ahab,s,bidding
s,bidding,and
bidding,and,once
and,once,more
once,more,ahab
more,ahab,swung
ahab,swung,on
swung,on,high
on,high,a
high,a,whole
a,whole,hour
whole,hour,now
hour,now,passed
now,passed,gold
passed,gold,beaten
gold,beaten,out
beaten,out,to
out,to,ages
to,ages,time
ages,time,itself
time,itself,now
itself,now,held
now,held,long
held,long,breaths
long,breaths,with
breaths,with,keen
with,keen,suspense
keen,suspense,but
suspense,but,at
but,at,last
at,last,some
last,some,three
some,three,points
three,points,off
points,off,the
off,the,weather
the,weather,bow
weather,bow,ahab
bow,ahab,descried
ahab,descried,the
descried,the,spout
the,spout,again
spout,again,and
again,and,instantly
and,instantly,from
instantly,from,the
from,the,three
the,three,mast
three,mast,heads
mast,heads,three
heads,three,shrieks
three,shrieks,went
shrieks,went,up
went,up,as
up,as,if
as,if,the
if,the,tongues
the,tongues,of
tongues,of,fire
of,fire,had
fire,had,voiced
had,voiced,it
voiced,it,forehead
it,forehead,to
forehead,to,forehead
to,forehead,i
forehead,i,meet
i,meet,thee
meet,thee,this
thee,this,third
this,third,time
third,time,moby
time,moby,dick
moby,dick,on
dick,on,deck
on,deck,there
deck,there,brace
there,brace,sharper
brace,sharper,up
sharper,up,crowd
up,crowd,her
crowd,her,into
her,into,the
into,the,wind
the,wind,s
wind,s,eye
s,eye,he
eye,he,s
he,s,too
s,too,far
too,far,off
far,off,to
off,to,lower
to,lower,yet
lower,yet,mr
yet,mr,starbuck
mr,starbuck,the
starbuck,the,sails
the,sails,shake
sails,shake,stand
shake,stand,over
stand,over,that
over,that,helmsman
that,helmsman,with
helmsman,with,a
with,a,top
a,top,maul
top,maul,so
maul,so,so
so,so,he
so,he,travels
he,travels,fast
travels,fast,and
fast,and,i
and,i,must
i,must,down
must,down,but
down,but,let
but,let,me
let,me,have
me,have,one
have,one,more
one,more,good
more,good,round
good,round,look
round,look,aloft
look,aloft,here
aloft,here,at
here,at,the
at,the,sea
the,sea,there
sea,there,s
there,s,time
s,time,for
time,for,that
for,that,an
that,an,old
an,old,old
old,old,sight
old,sight,and
sight,and,yet
and,yet,somehow
yet,somehow,so
somehow,so,young
so,young,aye
young,aye,and
aye,and,not
and,not,changed
not,changed,a
changed,a,wink
a,wink,since
wink,since,i
since,i,first
i,first,saw
first,saw,it
saw,it,a
it,a,boy
a,boy,from
boy,from,the
from,the,sand
the,sand,hills
sand,hills,of
hills,of,nantucket
of,nantucket,the
nantucket,the,same
the,same,the
same,the,same
the,same,the
same,the,same
the,same,to
same,to,noah
to,noah,as
noah,as,to
as,to,me
to,me,there
me,there,s
there,s,a
s,a,soft
a,soft,shower
soft,shower,to
shower,to,leeward
to,leeward,such
leeward,such,lovely
such,lovely,leewardings
lovely,leewardings,they
leewardings,they,must
they,must,lead
must,lead,somewhere
lead,somewhere,to
somewhere,to,something
to,something,else
something,else,than
else,than,common
than,common,land
common,land,more
land,more,palmy
more,palmy,than
palmy,than,the
than,the,palms
the,palms,leeward
palms,leeward,the
leeward,the,white
the,white,whale
white,whale,goes
whale,goes,that
goes,that,way
that,way,look
way,look,to
look,to,windward
to,windward,then
windward,then,the
then,the,better
the,better,if
better,if,the
if,the,bitterer
the,bitterer,quarter
bitterer,quarter,but
quarter,but,good
but,good,bye
good,bye,good
bye,good,bye
good,bye,old
bye,old,mast
old,mast,head
mast,head,what
head,what,s
what,s,this
s,this,green
this,green,aye
green,aye,tiny
aye,tiny,mosses
tiny,mosses,in
mosses,in,these
in,these,warped
these,warped,cracks
warped,cracks,no
cracks,no,such
no,such,green
such,green,weather
green,weather,stains
weather,stains,on
stains,on,ahab
on,ahab,s
ahab,s,head
s,head,there
head,there,s
there,s,the
s,the,difference
the,difference,now
difference,now,between
now,between,man
between,man,s
man,s,old
s,old,age
old,age,and
age,and,matter
and,matter,s
matter,s,but
s,but,aye
but,aye,old
aye,old,mast
old,mast,we
mast,we,both
we,both,grow
both,grow,old
grow,old,together
old,together,sound
together,sound,in
sound,in,our
in,our,hulls
our,hulls,though
hulls,though,are
though,are,we
are,we,not
we,not,my
not,my,ship
my,ship,aye
ship,aye,minus
aye,minus,a
minus,a,leg
a,leg,that
leg,that,s
that,s,all
s,all,by
all,by,heaven
by,heaven,this
heaven,this,dead
this,dead,wood
dead,wood,has
wood,has,the
has,the,better
the,better,of
better,of,my
of,my,live
my,live,flesh
live,flesh,every
flesh,every,way
every,way,i
way,i,can
i,can,t
can,t,compare
t,compare,with
compare,with,it
with,it,and
it,and,i
and,i,ve
i,ve,known
ve,known,some
known,some,ships
some,ships,made
ships,made,of
made,of,dead
of,dead,trees
dead,trees,outlast
trees,outlast,the
outlast,the,lives
the,lives,of
lives,of,men
of,men,made
men,made,of
made,of,the
of,the,most
the,most,vital
most,vital,stuff
vital,stuff,of
stuff,of,vital
of,vital,fathers
vital,fathers,what
fathers,what,s
what,s,that
s,that,he
that,he,said
he,said,he
said,he,should
he,should,still
should,still,go
still,go,before
go,before,me
before,me,my
me,my,pilot
my,pilot,and
pilot,and,yet
and,yet,to
yet,to,be
to,be,seen
be,seen,again
seen,again,but
again,but,where
but,where,will
where,will,i
will,i,have
i,have,eyes
have,eyes,at
eyes,at,the
at,the,bottom
the,bottom,of
bottom,of,the
of,the,sea
the,sea,supposing
sea,supposing,i
supposing,i,descend
i,descend,those
descend,those,endless
those,endless,stairs
endless,stairs,and
stairs,and,all
and,all,night
all,night,i
night,i,ve
i,ve,been
ve,been,sailing
been,sailing,from
sailing,from,him
from,him,wherever
him,wherever,he
wherever,he,did
he,did,sink
did,sink,to
sink,to,aye
to,aye,aye
aye,aye,like
aye,like,many
like,many,more
many,more,thou
more,thou,told
thou,told,st
told,st,direful
st,direful,truth
direful,truth,as
truth,as,touching
as,touching,thyself
touching,thyself,o
thyself,o,parsee
o,parsee,but
parsee,but,ahab
but,ahab,there
ahab,there,thy
there,thy,shot
thy,shot,fell
shot,fell,short
fell,short,good
short,good,bye
good,bye,mast
bye,mast,head
mast,head,keep
head,keep,a
keep,a,good
a,good,eye
good,eye,upon
eye,upon,the
upon,the,whale
the,whale,the
whale,the,while
the,while,i
while,i,m
i,m,gone
m,gone,we
gone,we,ll
we,ll,talk
ll,talk,to
talk,to,morrow
to,morrow,nay
morrow,nay,to
nay,to,night
to,night,when
night,when,the
when,the,white
the,white,whale
white,whale,lies
whale,lies,down
lies,down,there
down,there,tied
there,tied,by
tied,by,head
by,head,and
head,and,tail
and,tail,he
tail,he,gave
he,gave,the
gave,the,word
the,word,and
word,and,still
and,still,gazing
still,gazing,round
gazing,round,him
round,him,was
him,was,steadily
was,steadily,lowered
steadily,lowered,through
lowered,through,the
through,the,cloven
the,cloven,blue
cloven,blue,air
blue,air,to
air,to,the
to,the,deck
the,deck,in
deck,in,due
in,due,time
due,time,the
time,the,boats
the,boats,were
boats,were,lowered
were,lowered,but
lowered,but,as
but,as,standing
as,standing,in
standing,in,his
in,his,shallop
his,shallop,s
shallop,s,stern
s,stern,ahab
stern,ahab,just
ahab,just,hovered
just,hovered,upon
hovered,upon,the
upon,the,point
the,point,of
point,of,the
of,the,descent
the,descent,he
descent,he,waved
he,waved,to
waved,to,the
to,the,mate
the,mate,who
mate,who,held
who,held,one
held,one,of
one,of,the
of,the,tackle
the,tackle,ropes
tackle,ropes,on
ropes,on,deck
on,deck,and
deck,and,bade
and,bade,him
bade,him,pause
him,pause,starbuck
pause,starbuck,sir
starbuck,sir,for
sir,for,the
for,the,third
the,third,time
third,time,my
time,my,soul
my,soul,s
soul,s,ship
s,ship,starts
ship,starts,upon
starts,upon,this
upon,this,voyage
this,voyage,starbuck
voyage,starbuck,aye
starbuck,aye,sir
aye,sir,thou
sir,thou,wilt
thou,wilt,have
wilt,have,it
have,it,so
it,so,some
so,some,ships
some,ships,sail
ships,sail,from
sail,from,their
from,their,ports
their,ports,and
ports,and,ever
and,ever,afterwards
ever,afterwards,are
afterwards,are,missing
are,missing,starbuck
missing,starbuck,truth
starbuck,truth,sir
truth,sir,saddest
sir,saddest,truth
saddest,truth,some
truth,some,men
some,men,die
men,die,at
die,at,ebb
at,ebb,tide
ebb,tide,some
tide,some,at
some,at,low
at,low,water
low,water,some
water,some,at
some,at,the
at,the,full
the,full,of
full,of,the
of,the,flood
the,flood,and
flood,and,i
and,i,feel
i,feel,now
feel,now,like
now,like,a
like,a,billow
a,billow,that
billow,that,s
that,s,all
s,all,one
all,one,crested
one,crested,comb
crested,comb,starbuck
comb,starbuck,i
starbuck,i,am
i,am,old
am,old,shake
old,shake,hands
shake,hands,with
hands,with,me
with,me,man
me,man,their
man,their,hands
their,hands,met
hands,met,their
met,their,eyes
their,eyes,fastened
eyes,fastened,starbuck
fastened,starbuck,s
starbuck,s,tears
s,tears,the
tears,the,glue
the,glue,oh
glue,oh,my
oh,my,captain
my,captain,my
captain,my,captain
my,captain,noble
captain,noble,heart
noble,heart,go
heart,go,not
go,not,go
not,go,not
go,not,see
not,see,it
see,it,s
it,s,a
s,a,brave
a,brave,man
brave,man,that
man,that,weeps
that,weeps,how
weeps,how,great
how,great,the
great,the,agony
the,agony,of
agony,of,the
of,the,persuasion
the,persuasion,then
persuasion,then,lower
then,lower,away
lower,away,cried
away,cried,ahab
cried,ahab,tossing
ahab,tossing,the
tossing,the,mate
the,mate,s
mate,s,arm
s,arm,from
arm,from,him
from,him,stand
him,stand,by
stand,by,the
by,the,crew
the,crew,in
crew,in,an
in,an,instant
an,instant,the
instant,the,boat
the,boat,was
boat,was,pulling
was,pulling,round
pulling,round,close
round,close,under
close,under,the
under,the,stern
the,stern,the
stern,the,sharks
the,sharks,the
sharks,the,sharks
the,sharks,cried
sharks,cried,a
cried,a,voice
a,voice,from
voice,from,the
from,the,low
the,low,cabin
low,cabin,window
cabin,window,there
window,there,o
there,o,master
o,master,my
master,my,master
my,master,come
master,come,back
come,back,but
back,but,ahab
but,ahab,heard
ahab,heard,nothing
heard,nothing,for
nothing,for,his
for,his,own
his,own,voice
own,voice,was
voice,was,high
was,high,lifted
high,lifted,then
lifted,then,and
then,and,the
and,the,boat
the,boat,leaped
boat,leaped,on
leaped,on,yet
on,yet,the
yet,the,voice
the,voice,spake
voice,spake,true
spake,true,for
true,for,scarce
for,scarce,had
scarce,had,he
had,he,pushed
he,pushed,from
pushed,from,the
from,the,ship
the,ship,when
ship,when,numbers
when,numbers,of
numbers,of,sharks
of,sharks,seemingly
sharks,seemingly,rising
seemingly,rising,from
rising,from,out
from,out,the
out,the,dark
the,dark,waters
dark,waters,beneath
waters,beneath,the
beneath,the,hull
the,hull,maliciously
hull,maliciously,snapped
maliciously,snapped,at
snapped,at,the
at,the,blades
the,blades,of
blades,of,the
of,the,oars
the,oars,every
oars,every,time
every,time,they
time,they,dipped
they,dipped,in
dipped,in,the
in,the,water
the,water,and
water,and,in
and,in,this
in,this,way
this,way,accompanied
way,accompanied,the
accompanied,the,boat
the,boat,with
boat,with,their
with,their,bites
their,bites,it
bites,it,is
it,is,a
is,a,thing
a,thing,not
thing,not,uncommonly
not,uncommonly,happening
uncommonly,happening,to
happening,to,the
to,the,whale
the,whale,boats
whale,boats,in
boats,in,those
in,those,swarming
those,swarming,seas
swarming,seas,the
seas,the,sharks
the,sharks,at
sharks,at,times
at,times,apparently
times,apparently,following
apparently,following,them
following,them,in
them,in,the
in,the,same
the,same,prescient
same,prescient,way
prescient,way,that
way,that,vultures
that,vultures,hover
vultures,hover,over
hover,over,the
over,the,banners
the,banners,of
banners,of,marching
of,marching,regiments
marching,regiments,in
regiments,in,the
in,the,east
the,east,but
east,but,these
but,these,were
these,were,the
were,the,first
the,first,sharks
first,sharks,that
sharks,that,had
that,had,been
had,been,observed
been,observed,by
observed,by,the
by,the,pequod
the,pequod,since
pequod,since,the
since,the,white
the,white,whale
white,whale,had
whale,had,been
had,been,first
been,first,descried
first,descried,and
descried,and,whether
and,whether,it
whether,it,was
it,was,that
was,that,ahab
that,ahab,s
ahab,s,crew
s,crew,were
crew,were,all
were,all,such
all,such,tiger
such,tiger,yellow
tiger,yellow,barbarians
yellow,barbarians,and
barbarians,and,therefore
and,therefore,their
therefore,their,flesh
their,flesh,more
flesh,more,musky
more,musky,to
musky,to,the
to,the,senses
the,senses,of
senses,of,the
of,the,sharks
the,sharks,a
sharks,a,matter
a,matter,sometimes
matter,sometimes,well
sometimes,well,known
well,known,to
known,to,affect
to,affect,them
affect,them,however
them,however,it
however,it,was
it,was,they
was,they,seemed
they,seemed,to
seemed,to,follow
to,follow,that
follow,that,one
that,one,boat
one,boat,without
boat,without,molesting
without,molesting,the
molesting,the,others
the,others,heart
others,heart,of
heart,of,wrought
of,wrought,steel
wrought,steel,murmured
steel,murmured,starbuck
murmured,starbuck,gazing
starbuck,gazing,over
gazing,over,the
over,the,side
the,side,and
side,and,following
and,following,with
following,with,his
with,his,eyes
his,eyes,the
eyes,the,receding
the,receding,boat
receding,boat,canst
boat,canst,thou
canst,thou,yet
thou,yet,ring
yet,ring,boldly
ring,boldly,to
boldly,to,that
to,that,sight
that,sight,lowering
sight,lowering,thy
lowering,thy,keel
thy,keel,among
keel,among,ravening
among,ravening,sharks
ravening,sharks,and
sharks,and,followed
and,followed,by
followed,by,them
by,them,open
them,open,mouthed
open,mouthed,to
mouthed,to,the
to,the,chase
the,chase,and
chase,and,this
and,this,the
this,the,critical
the,critical,third
critical,third,day
third,day,for
day,for,when
for,when,three
when,three,days
three,days,flow
days,flow,together
flow,together,in
together,in,one
in,one,continuous
one,continuous,intense
continuous,intense,pursuit
intense,pursuit,be
pursuit,be,sure
be,sure,the
sure,the,first
the,first,is
first,is,the
is,the,morning
the,morning,the
morning,the,second
the,second,the
second,the,noon
the,noon,and
noon,and,the
and,the,third
the,third,the
third,the,evening
the,evening,and
evening,and,the
and,the,end
the,end,of
end,of,that
of,that,thing
that,thing,be
thing,be,that
be,that,end
that,end,what
end,what,it
what,it,may
it,may,oh
may,oh,my
oh,my,god
my,god,what
god,what,is
what,is,this
is,this,that
this,that,shoots
that,shoots,through
shoots,through,me
through,me,and
me,and,leaves
and,leaves,me
leaves,me,so
me,so,deadly
so,deadly,calm
deadly,calm,yet
calm,yet,expectant
yet,expectant,fixed
expectant,fixed,at
fixed,at,the
at,the,top
the,top,of
top,of,a
of,a,shudder
a,shudder,future
shudder,future,things
future,things,swim
things,swim,before
swim,before,me
before,me,as
me,as,in
as,in,empty
in,empty,outlines
empty,outlines,and
outlines,and,skeletons
and,skeletons,all
skeletons,all,the
all,the,past
the,past,is
past,is,somehow
is,somehow,grown
somehow,grown,dim
grown,dim,mary
dim,mary,girl
mary,girl,thou
girl,thou,fadest
thou,fadest,in
fadest,in,pale
in,pale,glories
pale,glories,behind
glories,behind,me
behind,me,boy
me,boy,i
boy,i,seem
i,seem,to
seem,to,see
to,see,but
see,but,thy
but,thy,eyes
thy,eyes,grown
eyes,grown,wondrous
grown,wondrous,blue
wondrous,blue,strangest
blue,strangest,problems
strangest,problems,of
problems,of,life
of,life,seem
life,seem,clearing
seem,clearing,but
clearing,but,clouds
but,clouds,sweep
clouds,sweep,between
sweep,between,is
between,is,my
is,my,journey
my,journey,s
journey,s,end
s,end,coming
